Chr	habitat	winID	start	end	winCenter	mean	max	n	num_gt_thresh	gt_frac	score_outlier	gtprop_outlier	is_outlier
7	Rural	1157	57800000	57850000	57825000	6.1751591954023	12.7703	87	87	1	1	1	1
8	Rural	967	48300000	48350000	48325000	4.83603856410256	14.421	78	56	0.717948717948718	1	1	1
8	Rural	991	49500000	49550000	49525000	5.41828607407407	17.7433	27	21	0.777777777777778	1	1	1
8	Rural	998	49850000	49900000	49875000	4.48087656489796	20.5028	49	27	0.551020408163265	1	1	1
8	Rural	1007	50300000	50350000	50325000	4.9024617546	17.8085	75	48	0.64	1	1	1
8	Rural	1010	50450000	50500000	50475000	3.9057112173913	17.216	69	40	0.579710144927536	1	1	1
8	Rural	1049	52400000	52450000	52425000	3.25664685714286	13.593	28	14	0.5	1	1	1
8	Rural	1064	53150000	53200000	53175000	2.90082052777778	7.57126	36	19	0.527777777777778	1	1	1
9	Rural	4	150000	200000	175000	5.32583279220779	25.0958	154	110	0.714285714285714	1	1	1
9	Rural	5	200000	250000	225000	8.20862328712871	27.7325	101	92	0.910891089108911	1	1	1
9	Rural	6	250000	300000	275000	7.79292726041667	32.8998	96	81	0.84375	1	1	1
9	Rural	7	300000	350000	325000	8.76991415306122	41.4349	98	86	0.877551020408163	1	1	1
9	Rural	10	450000	500000	475000	5.64842638888889	73.8622	117	64	0.547008547008547	1	1	1
9	Rural	11	500000	550000	525000	5.3045568627451	7.92428	51	51	1	1	1	1
9	Rural	12	550000	600000	575000	13.6601913333333	69.3573	36	26	0.722222222222222	1	1	1
9	Rural	13	600000	650000	625000	4.39800655297619	59.5756	168	91	0.541666666666667	1	1	1
9	Rural	14	650000	700000	675000	10.880748	48.5509	45	43	0.955555555555556	1	1	1
9	Rural	15	700000	750000	725000	9.08446225517241	46.3821	87	62	0.71264367816092	1	1	1
9	Rural	16	750000	800000	775000	8.56679759756098	29.7946	82	75	0.914634146341463	1	1	1
9	Rural	17	800000	850000	825000	6.97695488983051	21.1175	118	97	0.822033898305085	1	1	1
9	Rural	18	850000	900000	875000	11.5708472040816	60.1757	49	38	0.775510204081633	1	1	1
9	Rural	19	900000	950000	925000	5.16953518201439	27.834	139	90	0.647482014388489	1	1	1
9	Rural	20	950000	1000000	975000	4.69329234751381	19.1195	181	111	0.613259668508287	1	1	1
9	Rural	22	1050000	1100000	1075000	10.3498109	37.835	50	47	0.94	1	1	1
9	Rural	24	1150000	1200000	1175000	4.16578305359477	17.7169	153	91	0.594771241830065	1	1	1
9	Rural	25	1200000	1250000	1225000	3.55157308630952	28.9538	168	102	0.607142857142857	1	1	1
9	Rural	27	1300000	1350000	1325000	3.9481699819685	29.3905	127	66	0.519685039370079	1	1	1
9	Rural	28	1350000	1400000	1375000	3.95152984615385	28.1347	104	64	0.615384615384615	1	1	1
9	Rural	31	1500000	1550000	1525000	5.09292760427184	25.9125	103	71	0.689320388349515	1	1	1
9	Rural	36	1750000	1800000	1775000	5.72141928070175	22.2207	114	72	0.631578947368421	1	1	1
9	Rural	38	1850000	1900000	1875000	4.10408357017544	36.6726	114	70	0.614035087719298	1	1	1
9	Rural	43	2100000	2150000	2125000	5.82482679310345	16.4934	58	47	0.810344827586207	1	1	1
9	Rural	46	2250000	2300000	2275000	4.47312662857143	24.2885	70	52	0.742857142857143	1	1	1
9	Rural	54	2650000	2700000	2675000	6.13069611111111	25.7946	45	31	0.688888888888889	1	1	1
9	Rural	57	2800000	2850000	2825000	6.39164097222222	20.4626	36	30	0.833333333333333	1	1	1
9	Rural	58	2850000	2900000	2875000	5.18444888888889	20.1235	36	33	0.916666666666667	1	1	1
9	Rural	63	3100000	3150000	3125000	3.26901401886792	13.6514	53	28	0.528301886792453	1	1	1
9	Rural	66	3250000	3300000	3275000	3.97835543636364	15.2167	55	30	0.545454545454545	1	1	1
9	Rural	86	4250000	4300000	4275000	3.46963482222222	14.4903	117	76	0.64957264957265	1	1	1
9	Rural	90	4450000	4500000	4475000	3.27249265046729	13.1015	107	62	0.579439252336449	1	1	1
9	Rural	91	4500000	4550000	4525000	3.35707742010582	12.9951	189	108	0.571428571428571	1	1	1
9	Rural	92	4550000	4600000	4575000	6.26899530769231	10.6019	156	146	0.935897435897436	1	1	1
9	Rural	93	4600000	4650000	4625000	12.9727033333333	17.4379	105	105	1	1	1	1
9	Rural	94	4650000	4700000	4675000	7.36857451612903	11.5905	62	62	1	1	1	1
9	Rural	98	4850000	4900000	4875000	4.35327122222222	12.9863	63	56	0.888888888888889	1	1	1
9	Rural	126	6250000	6300000	6275000	5.56329247058824	14.05	34	32	0.941176470588235	1	1	1
9	Rural	135	6700000	6750000	6725000	3.4920348	10.0116	30	19	0.633333333333333	1	1	1
9	Rural	164	8150000	8200000	8175000	5.00325074468085	11.8424	47	36	0.765957446808511	1	1	1
9	Rural	165	8200000	8250000	8225000	3.37191400266667	14.623	75	41	0.546666666666667	1	1	1
9	Rural	380	18950000	19000000	18975000	4.87647432	12.4794	25	21	0.84	1	1	1
9	Rural	761	38000000	38050000	38025000	3.15814603333333	8.11148	30	18	0.6	1	1	1
9	Rural	812	40550000	40600000	40575000	5.611081875	21.5446	32	29	0.90625	1	1	1
9	Rural	1130	56450000	56500000	56475000	3.60425	10.8356	29	16	0.551724137931034	1	1	1
9	Rural	1131	56500000	56550000	56525000	4.06118028	13.0143	25	20	0.8	1	1	1
10	Rural	879	43900000	43950000	43925000	3.95049815	11.6793	40	20	0.5	1	1	1
10	Rural	911	45500000	45550000	45525000	2.98841310714286	8.75303	28	19	0.678571428571429	1	1	1
12	Rural	1203	60100000	60150000	60125000	6.254168	20.9926	42	31	0.738095238095238	1	1	1
12	Rural	1207	60300000	60350000	60325000	3.71150856333333	9.90308	60	44	0.733333333333333	1	1	1
13	Rural	3	100000	150000	125000	5.05962339565217	22.7003	46	34	0.739130434782609	1	1	1
13	Rural	4	150000	200000	175000	3.81736363551402	16.4521	107	69	0.644859813084112	1	1	1
13	Rural	5	200000	250000	225000	7.25010666666667	28.0044	66	61	0.924242424242424	1	1	1
13	Rural	6	250000	300000	275000	6.2930975	14.6854	28	21	0.75	1	1	1
13	Rural	9	400000	450000	425000	4.45418539728814	27.4221	59	35	0.593220338983051	1	1	1
13	Rural	15	700000	750000	725000	3.0916880952381	13.7939	84	42	0.5	1	1	1
13	Rural	987	49300000	49350000	49325000	3.50176831961538	10.3728	26	17	0.653846153846154	1	1	1
15	Rural	63	3100000	3150000	3125000	3.21525724137931	6.06755	29	29	1	1	1	1
15	Rural	119	5900000	5950000	5925000	3.39115022413793	8.68688	58	37	0.637931034482759	1	1	1
15	Rural	135	6700000	6750000	6725000	5.41850875	14.0384	32	31	0.96875	1	1	1
15	Rural	1261	63000000	63050000	63025000	3.25810972	7.76235	25	18	0.72	1	1	1
16	Rural	144	7150000	7200000	7175000	3.01537406666667	7.27853	30	19	0.633333333333333	1	1	1
1	Urban	51	2500000	2550000	2525000	3.61535262337662	12.189	77	50	0.649350649350649	1	1	1
1	Urban	59	2900000	2950000	2925000	3.47574801782609	16.2173	46	26	0.565217391304348	1	1	1
1	Urban	63	3100000	3150000	3125000	3.19754826666667	16.3746	45	24	0.533333333333333	1	1	1
1	Urban	64	3150000	3200000	3175000	6.65974617647059	22.3067	34	29	0.852941176470588	1	1	1
1	Urban	65	3200000	3250000	3225000	3.55248589482759	13.7319	58	39	0.672413793103448	1	1	1
1	Urban	68	3350000	3400000	3375000	3.23599293835821	19.056	67	36	0.537313432835821	1	1	1
1	Urban	69	3400000	3450000	3425000	5.1968056820339	19.577	59	41	0.694915254237288	1	1	1
1	Urban	70	3450000	3500000	3475000	4.43920488888889	13.7155	54	49	0.907407407407407	1	1	1
1	Urban	74	3650000	3700000	3675000	3.83877550535714	13.0432	56	39	0.696428571428571	1	1	1
1	Urban	75	3700000	3750000	3725000	5.238501778	18.6083	35	21	0.6	1	1	1
1	Urban	85	4200000	4250000	4225000	4.18532583466667	15.5927	75	44	0.586666666666667	1	1	1
1	Urban	87	4300000	4350000	4325000	4.82653352777778	17.5561	36	24	0.666666666666667	1	1	1
1	Urban	92	4550000	4600000	4575000	6.13996692857143	12.6301	28	26	0.928571428571429	1	1	1
1	Urban	94	4650000	4700000	4675000	5.36159119047619	19.5549	42	40	0.952380952380952	1	1	1
1	Urban	135	6700000	6750000	6725000	4.4476964516129	9.43887	31	31	1	1	1	1
3	Urban	18	850000	900000	875000	4.18973576315789	17.3639	38	20	0.526315789473684	1	1	1
3	Urban	1019	50900000	50950000	50925000	3.95614692592593	9.76043	27	19	0.703703703703704	1	1	1
4	Urban	1	0	50000	25000	3.12891874358974	6.37733	39	23	0.58974358974359	1	1	1
5	Urban	2	50000	100000	75000	10.9850958208955	33.7423	67	67	1	1	1	1
5	Urban	3	100000	150000	125000	13.5954530681818	49.1532	44	34	0.772727272727273	1	1	1
5	Urban	4	150000	200000	175000	3.94096992277778	20.5951	180	108	0.6	1	1	1
5	Urban	5	200000	250000	225000	5.293115885	31.4716	140	83	0.592857142857143	1	1	1
5	Urban	6	250000	300000	275000	5.11705075394366	22.6112	142	88	0.619718309859155	1	1	1
5	Urban	7	300000	350000	325000	9.88501456753247	49.3209	77	51	0.662337662337662	1	1	1
5	Urban	8	350000	400000	375000	4.19207055974843	18.0415	159	87	0.547169811320755	1	1	1
5	Urban	9	400000	450000	425000	5.70542089292929	26.4113	99	74	0.747474747474748	1	1	1
5	Urban	10	450000	500000	475000	8.40736011931818	38.3973	88	70	0.795454545454545	1	1	1
5	Urban	11	500000	550000	525000	6.51486136666667	20.5504	120	91	0.758333333333333	1	1	1
5	Urban	12	550000	600000	575000	3.76799442352941	16.7241	170	104	0.611764705882353	1	1	1
5	Urban	15	700000	750000	725000	11.1275371476364	40.1864	55	43	0.781818181818182	1	1	1
5	Urban	16	750000	800000	775000	4.37556142258065	16.329	93	59	0.634408602150538	1	1	1
5	Urban	21	1000000	1050000	1025000	4.49646536086957	20.2813	69	36	0.521739130434783	1	1	1
5	Urban	23	1100000	1150000	1125000	3.08485566666667	28.7342	96	48	0.5	1	1	1
5	Urban	27	1300000	1350000	1325000	5.71214086086956	19.276	92	69	0.75	1	1	1
5	Urban	28	1350000	1400000	1375000	9.00680969444444	22.8984	36	34	0.944444444444444	1	1	1
5	Urban	185	9200000	9250000	9225000	4.73170689352941	20.5397	34	21	0.617647058823529	1	1	1
5	Urban	186	9250000	9300000	9275000	4.5535157205	14.8325	40	21	0.525	1	1	1
5	Urban	193	9600000	9650000	9625000	3.52714251693878	12.5062	49	25	0.510204081632653	1	1	1
5	Urban	195	9700000	9750000	9725000	3.97724809672131	12.0176	61	39	0.639344262295082	1	1	1
7	Urban	1	0	50000	25000	12.1018511538462	21.6681	26	26	1	1	1	1
7	Urban	2	50000	100000	75000	6.11484822619048	23.8403	42	27	0.642857142857143	1	1	1
7	Urban	5	200000	250000	225000	3.80863612	25.285	100	62	0.62	1	1	1
7	Urban	6	250000	300000	275000	5.34913774074074	15.0996	54	45	0.833333333333333	1	1	1
7	Urban	9	400000	450000	425000	3.68707701369863	12.4867	73	50	0.684931506849315	1	1	1
7	Urban	10	450000	500000	475000	6.75297922682927	23.7982	41	29	0.707317073170732	1	1	1
7	Urban	12	550000	600000	575000	6.51138691891892	22.8856	37	23	0.621621621621622	1	1	1
7	Urban	13	600000	650000	625000	5.13817114814815	17.2574	81	58	0.716049382716049	1	1	1
7	Urban	17	800000	850000	825000	4.98808896153846	22.1995	26	20	0.769230769230769	1	1	1
7	Urban	24	1150000	1200000	1175000	3.00566034831461	19.8924	89	44	0.49438202247191	1	1	1
7	Urban	25	1200000	1250000	1225000	3.21199344965116	18.0773	86	43	0.5	1	1	1
7	Urban	26	1250000	1300000	1275000	3.724070325	17.5627	64	44	0.6875	1	1	1
7	Urban	48	2350000	2400000	2375000	3.62903531914894	19.0362	47	27	0.574468085106383	1	1	1
7	Urban	927	46300000	46350000	46325000	3.60897264	11.1761	25	14	0.56	1	1	1
7	Urban	950	47450000	47500000	47475000	2.92721218888889	14.3276	45	23	0.511111111111111	1	1	1
7	Urban	957	47800000	47850000	47825000	3.20377961538462	7.15377	26	19	0.730769230769231	1	1	1
7	Urban	1133	56600000	56650000	56625000	4.19690214285714	10.1742	28	27	0.964285714285714	1	1	1
7	Urban	1157	57800000	57850000	57825000	5.2946305982906	11.7568	117	117	1	1	1	1
8	Urban	967	48300000	48350000	48325000	3.94357206756757	14.1783	74	48	0.648648648648649	1	1	1
8	Urban	981	49000000	49050000	49025000	3.25670743411765	14.1926	51	27	0.529411764705882	1	1	1
8	Urban	991	49500000	49550000	49525000	6.66534615384615	20.8407	26	25	0.961538461538462	1	1	1
8	Urban	996	49750000	49800000	49775000	3.94915615384615	20.7003	39	22	0.564102564102564	1	1	1
8	Urban	998	49850000	49900000	49875000	4.201674075	19.6137	52	31	0.596153846153846	1	1	1
8	Urban	1007	50300000	50350000	50325000	3.957301	17.7333	63	39	0.619047619047619	1	1	1
8	Urban	1010	50450000	50500000	50475000	3.50021173913043	12.8823	69	44	0.63768115942029	1	1	1
8	Urban	1049	52400000	52450000	52425000	3.3406805	13.5335	28	15	0.535714285714286	1	1	1
8	Urban	1064	53150000	53200000	53175000	3.00094514285714	7.90453	35	20	0.571428571428571	1	1	1
9	Urban	3	100000	150000	125000	11.6656730768421	72.45	38	19	0.5	1	1	1
9	Urban	4	150000	200000	175000	6.49338087248322	25.2208	149	112	0.751677852348993	1	1	1
9	Urban	5	200000	250000	225000	8.54788704123711	27.7705	97	90	0.927835051546392	1	1	1
9	Urban	6	250000	300000	275000	9.89058721518987	34.3924	79	79	1	1	1	1
9	Urban	7	300000	350000	325000	9.08552414851485	39.7104	101	87	0.861386138613861	1	1	1
9	Urban	9	400000	450000	425000	4.34679416615385	52.3398	195	100	0.512820512820513	1	1	1
9	Urban	10	450000	500000	475000	5.49037423428571	55.2047	105	62	0.59047619047619	1	1	1
9	Urban	11	500000	550000	525000	5.25440431372549	7.66266	51	51	1	1	1	1
9	Urban	12	550000	600000	575000	14.0400757878788	68.7668	33	28	0.848484848484849	1	1	1
9	Urban	14	650000	700000	675000	12.19729075	51.3546	40	37	0.925	1	1	1
9	Urban	15	700000	750000	725000	9.11446265	44.5734	80	58	0.725	1	1	1
9	Urban	16	750000	800000	775000	11.0213811764706	31.7774	68	68	1	1	1	1
9	Urban	17	800000	850000	825000	7.21963143103448	26.1395	116	91	0.78448275862069	1	1	1
9	Urban	18	850000	900000	875000	11.3308984767442	61.1303	43	32	0.744186046511628	1	1	1
9	Urban	19	900000	950000	925000	4.89969528270677	34.1213	133	79	0.593984962406015	1	1	1
9	Urban	20	950000	1000000	975000	4.701180048	20.9287	150	92	0.613333333333333	1	1	1
9	Urban	22	1050000	1100000	1075000	10.6592958333333	36.4839	48	43	0.895833333333333	1	1	1
9	Urban	24	1150000	1200000	1175000	3.89258942368421	19.3031	152	88	0.578947368421053	1	1	1
9	Urban	28	1350000	1400000	1375000	4.43623763636364	27.6291	99	63	0.636363636363636	1	1	1
9	Urban	29	1400000	1450000	1425000	3.22180618592965	30.9319	199	117	0.587939698492462	1	1	1
9	Urban	31	1500000	1550000	1525000	5.00235984615385	26.7665	104	67	0.644230769230769	1	1	1
9	Urban	36	1750000	1800000	1775000	4.33879113471074	21.8749	121	61	0.504132231404959	1	1	1
9	Urban	38	1850000	1900000	1875000	3.81637553571429	35.2954	126	73	0.579365079365079	1	1	1
9	Urban	42	2050000	2100000	2075000	3.8219156655914	19.1613	93	49	0.526881720430108	1	1	1
9	Urban	43	2100000	2150000	2125000	5.06663237681159	18.5974	69	41	0.594202898550725	1	1	1
9	Urban	46	2250000	2300000	2275000	3.8084382027027	28.2213	74	48	0.648648648648649	1	1	1
9	Urban	54	2650000	2700000	2675000	8.9830316875	32.0773	48	34	0.708333333333333	1	1	1
9	Urban	57	2800000	2850000	2825000	5.7813422972973	20.8835	37	21	0.567567567567568	1	1	1
9	Urban	58	2850000	2900000	2875000	4.71086485714286	19.1996	35	27	0.771428571428571	1	1	1
9	Urban	63	3100000	3150000	3125000	3.19713629090909	11.3536	55	30	0.545454545454545	1	1	1
9	Urban	66	3250000	3300000	3275000	4.99413634883721	17.2816	43	32	0.744186046511628	1	1	1
9	Urban	67	3300000	3350000	3325000	3.4976403552459	10.7977	61	33	0.540983606557377	1	1	1
9	Urban	84	4150000	4200000	4175000	3.64179549253731	12.0603	67	42	0.626865671641791	1	1	1
9	Urban	86	4250000	4300000	4275000	5.0238960989899	15.4375	99	67	0.676767676767677	1	1	1
9	Urban	90	4450000	4500000	4475000	3.11151161428571	11.7075	70	38	0.542857142857143	1	1	1
9	Urban	91	4500000	4550000	4525000	4.42575314864865	18.3769	74	40	0.540540540540541	1	1	1
9	Urban	92	4550000	4600000	4575000	9.28433277777778	17.2234	36	36	1	1	1	1
9	Urban	93	4600000	4650000	4625000	14.4095438461538	26.8831	26	26	1	1	1	1
9	Urban	97	4800000	4850000	4825000	4.34294316666667	10.725	60	42	0.7	1	1	1
9	Urban	98	4850000	4900000	4875000	5.43349152542373	10.525	59	52	0.88135593220339	1	1	1
9	Urban	126	6250000	6300000	6275000	4.4043691875	13.3614	32	26	0.8125	1	1	1
9	Urban	135	6700000	6750000	6725000	3.2898985	9.54589	34	24	0.705882352941177	1	1	1
9	Urban	164	8150000	8200000	8175000	4.40934039583333	11.0443	48	37	0.770833333333333	1	1	1
9	Urban	380	18950000	19000000	18975000	4.42178153571429	10.8026	28	21	0.75	1	1	1
9	Urban	761	38000000	38050000	38025000	3.73212342424242	9.35144	33	25	0.757575757575758	1	1	1
9	Urban	812	40550000	40600000	40575000	3.50614225581395	13.0334	43	32	0.744186046511628	1	1	1
9	Urban	1116	55750000	55800000	55775000	2.92127173913043	9.02979	46	23	0.5	1	1	1
9	Urban	1130	56450000	56500000	56475000	4.04547173333333	11.4833	30	22	0.733333333333333	1	1	1
10	Urban	145	7200000	7250000	7225000	3.6387532	7.47056	25	22	0.88	1	1	1
10	Urban	911	45500000	45550000	45525000	3.09516733333333	9.23989	27	17	0.62962962962963	1	1	1
12	Urban	1203	60100000	60150000	60125000	4.15140168478261	18.032	46	23	0.5	1	1	1
12	Urban	1207	60300000	60350000	60325000	3.16930966129032	5.49224	62	44	0.709677419354839	1	1	1
13	Urban	3	100000	150000	125000	3.86426664615385	21.3423	52	36	0.692307692307692	1	1	1
13	Urban	4	150000	200000	175000	3.32527237209302	17.7447	129	72	0.558139534883721	1	1	1
13	Urban	5	200000	250000	225000	8.24618833333333	27.2022	84	77	0.916666666666667	1	1	1
13	Urban	6	250000	300000	275000	5.84566042	12.894	30	22	0.733333333333333	1	1	1
13	Urban	9	400000	450000	425000	4.67038978088235	21.4569	68	47	0.691176470588235	1	1	1
13	Urban	15	700000	750000	725000	3.66773181012658	15.1503	79	43	0.544303797468354	1	1	1
13	Urban	987	49300000	49350000	49325000	3.82054004007407	11.3146	27	17	0.62962962962963	1	1	1
15	Urban	119	5900000	5950000	5925000	4.43802045789474	12.2145	57	40	0.701754385964912	1	1	1
15	Urban	135	6700000	6750000	6725000	6.27735666666667	15.7269	27	26	0.962962962962963	1	1	1
15	Urban	253	12600000	12650000	12625000	3.669047642	11.6321	25	14	0.56	1	1	1
15	Urban	1280	63950000	64000000	63975000	3.42367325806452	10.1647	31	16	0.516129032258065	1	1	1
16	Urban	144	7150000	7200000	7175000	3.20791046428571	7.3125	28	21	0.75	1	1	1
