Chr	habitat	winID	start	end	winCenter	mean	max	n	num_gt_thresh	gt_frac	score_outlier	gtprop_outlier	is_outlier
Chr01_Pall	Urban	24	1150000	1200000	1175000	1.5574097345098	3.95459	255	88	0.345098039215686	1	1	1
Chr01_Pall	Urban	49	2400000	2450000	2425000	1.49151178992806	3.05008	139	36	0.258992805755396	1	1	1
Chr01_Pall	Urban	75	3700000	3750000	3725000	1.42752101869919	3.47299	123	36	0.292682926829268	1	1	1
Chr01_Pall	Urban	125	6200000	6250000	6225000	1.39414784379562	3.65139	137	41	0.299270072992701	1	1	1
Chr01_Pall	Urban	186	9250000	9300000	9275000	1.66135306366516	4.23316	221	82	0.3710407239819	1	1	1
Chr01_Pall	Urban	496	24750000	24800000	24775000	1.60097764360902	3.43635	133	46	0.345864661654135	1	1	1
Chr01_Pall	Urban	1291	64500000	64550000	64525000	1.55300898880952	3.17584	84	30	0.357142857142857	1	1	1
Chr01_Pall	Urban	1292	64550000	64600000	64575000	1.69588483513514	3.50211	37	13	0.351351351351351	1	1	1
Chr01_Pall	Urban	1296	64750000	64800000	64775000	2.0731336433121	3.63035	157	91	0.579617834394904	1	1	1
Chr02_Occ	Urban	128	6350000	6400000	6375000	1.48034685528723	4.08328	94	28	0.297872340425532	1	1	1
Chr02_Occ	Urban	215	10700000	10750000	10725000	1.60580035121951	3.84566	164	50	0.304878048780488	1	1	1
Chr02_Occ	Urban	299	14900000	14950000	14925000	1.59662924333333	3.08853	60	24	0.4	1	1	1
Chr02_Occ	Urban	300	14950000	15000000	14975000	1.69455288651685	3.66285	89	45	0.50561797752809	1	1	1
Chr02_Occ	Urban	308	15350000	15400000	15375000	2.10489603373494	4.01385	83	48	0.578313253012048	1	1	1
Chr02_Occ	Urban	314	15650000	15700000	15675000	1.69328704878049	2.9094	41	16	0.390243902439024	1	1	1
Chr02_Occ	Urban	317	15800000	15850000	15825000	2.22994711504425	4.15395	113	73	0.646017699115044	1	1	1
Chr02_Occ	Urban	654	32650000	32700000	32675000	1.53745805215247	3.70326	223	65	0.291479820627803	1	1	1
Chr02_Occ	Urban	960	47950000	48000000	47975000	1.41641387326667	3.78803	300	82	0.273333333333333	1	1	1
Chr02_Occ	Urban	1087	54300000	54350000	54325000	1.51079079823529	3.96604	102	36	0.352941176470588	1	1	1
Chr02_Occ	Urban	1088	54350000	54400000	54375000	1.83562190769231	4.05436	78	33	0.423076923076923	1	1	1
Chr02_Pall	Urban	11	500000	550000	525000	1.48331763730038	3.89382	263	80	0.304182509505703	1	1	1
Chr02_Pall	Urban	32	1550000	1600000	1575000	1.41593909298246	3.43858	114	31	0.271929824561404	1	1	1
Chr02_Pall	Urban	136	6750000	6800000	6775000	1.40685814787234	4.06847	94	25	0.265957446808511	1	1	1
Chr02_Pall	Urban	150	7450000	7500000	7475000	2.15867776425856	4.45162	263	155	0.5893536121673	1	1	1
Chr02_Pall	Urban	174	8650000	8700000	8675000	1.87671630441176	4.04133	204	93	0.455882352941176	1	1	1
Chr02_Pall	Urban	189	9400000	9450000	9425000	1.42169560869565	3.02611	69	24	0.347826086956522	1	1	1
Chr02_Pall	Urban	240	11950000	12000000	11975000	1.52496850250896	3.75357	279	85	0.304659498207885	1	1	1
Chr02_Pall	Urban	286	14250000	14300000	14275000	1.55952217532468	3.7186	154	56	0.363636363636364	1	1	1
Chr02_Pall	Urban	351	17500000	17550000	17525000	1.41343314545455	2.78025	55	17	0.309090909090909	1	1	1
Chr02_Pall	Urban	455	22700000	22750000	22725000	1.48535058421053	3.20413	114	39	0.342105263157895	1	1	1
Chr02_Pall	Urban	484	24150000	24200000	24175000	1.64708081818182	3.21333	66	25	0.378787878787879	1	1	1
Chr02_Pall	Urban	568	28350000	28400000	28375000	1.96117760740741	5.49531	297	131	0.441077441077441	1	1	1
Chr02_Pall	Urban	901	45000000	45050000	45025000	1.49011097241379	3.97663	58	17	0.293103448275862	1	1	1
Chr03_Occ	Urban	304	15150000	15200000	15175000	1.90911701788618	3.81306	123	56	0.455284552845528	1	1	1
Chr03_Occ	Urban	306	15250000	15300000	15275000	1.56280839548387	3.85351	155	49	0.316129032258064	1	1	1
Chr03_Occ	Urban	337	16800000	16850000	16825000	1.56796142241993	3.51134	281	95	0.338078291814947	1	1	1
Chr03_Occ	Urban	823	41100000	41150000	41125000	1.48515333709302	3.27439	344	112	0.325581395348837	1	1	1
Chr03_Occ	Urban	931	46500000	46550000	46525000	1.56231477777778	2.98165	45	14	0.311111111111111	1	1	1
Chr03_Occ	Urban	940	46950000	47000000	46975000	1.625602368	3.8351	150	53	0.353333333333333	1	1	1
Chr03_Occ	Urban	996	49750000	49800000	49775000	1.79402513896104	3.27648	77	29	0.376623376623377	1	1	1
Chr03_Occ	Urban	997	49800000	49850000	49825000	1.50439734225352	3.45329	142	45	0.316901408450704	1	1	1
Chr03_Occ	Urban	1015	50700000	50750000	50725000	1.6651356023255801	3.04797	86	31	0.36046511627907	1	1	1
Chr03_Occ	Urban	1140	56950000	57000000	56975000	1.89946995395522	3.96627	134	67	0.5	1	1	1
Chr03_Occ	Urban	1173	58600000	58650000	58625000	1.60614674354839	3.58092	62	20	0.32258064516129	1	1	1
Chr03_Pall	Urban	104	5150000	5200000	5175000	1.54683180857143	3.09106	70	27	0.385714285714286	1	1	1
Chr03_Pall	Urban	105	5200000	5250000	5225000	1.57316551008264	4.27407	121	42	0.347107438016529	1	1	1
Chr03_Pall	Urban	221	11000000	11050000	11025000	1.42895400169492	3.54474	118	35	0.296610169491525	1	1	1
Chr03_Pall	Urban	222	11050000	11100000	11075000	1.39240097101449	3.10004	69	20	0.289855072463768	1	1	1
Chr03_Pall	Urban	417	20800000	20850000	20825000	1.42042866196552	3.5633	145	43	0.296551724137931	1	1	1
Chr03_Pall	Urban	448	22350000	22400000	22375000	2.07951198930481	4.23195	187	99	0.529411764705882	1	1	1
Chr03_Pall	Urban	449	22400000	22450000	22425000	1.78963247435897	3.00273	39	19	0.487179487179487	1	1	1
Chr03_Pall	Urban	454	22650000	22700000	22675000	2.05087701853035	4.43394	313	161	0.514376996805112	1	1	1
Chr03_Pall	Urban	543	27100000	27150000	27125000	1.42101103950739	3.7522	203	57	0.280788177339901	1	1	1
Chr03_Pall	Urban	642	32050000	32100000	32075000	1.51173813719512	3.64188	328	89	0.271341463414634	1	1	1
Chr04_Occ	Urban	140	6950000	7000000	6975000	1.56583601744853	3.56366	136	44	0.323529411764706	1	1	1
Chr04_Occ	Urban	142	7050000	7100000	7075000	2.11485331578947	3.85846	133	69	0.518796992481203	1	1	1
Chr04_Occ	Urban	143	7100000	7150000	7125000	1.96234696484848	4.3329	165	85	0.515151515151515	1	1	1
Chr04_Occ	Urban	257	12800000	12850000	12825000	1.4642505076087	3.43088	184	55	0.298913043478261	1	1	1
Chr04_Occ	Urban	262	13050000	13100000	13075000	1.50315456707819	3.2466	243	67	0.275720164609054	1	1	1
Chr04_Occ	Urban	432	21550000	21600000	21575000	1.46160588380282	4.64598	284	82	0.288732394366197	1	1	1
Chr04_Occ	Urban	649	32400000	32450000	32425000	1.68205845	3.4101	40	14	0.35	1	1	1
Chr04_Occ	Urban	776	38750000	38800000	38775000	1.51861444255319	3.58081	141	45	0.319148936170213	1	1	1
Chr04_Occ	Urban	782	39050000	39100000	39075000	1.52895287058824	3.2782	102	36	0.352941176470588	1	1	1
Chr04_Occ	Urban	784	39150000	39200000	39175000	1.45651123031496	3.50468	127	40	0.31496062992126	1	1	1
Chr04_Occ	Urban	1008	50350000	50400000	50375000	1.39176814918919	2.73669	74	23	0.310810810810811	1	1	1
Chr04_Occ	Urban	1078	53850000	53900000	53875000	1.53051356100917	3.45595	109	34	0.311926605504587	1	1	1
Chr04_Occ	Urban	1156	57750000	57800000	57775000	2.02503357567568	4.2045	185	96	0.518918918918919	1	1	1
Chr04_Occ	Urban	1157	57800000	57850000	57825000	3.473277015625	5.32717	128	115	0.8984375	1	1	1
Chr04_Occ	Urban	1159	57900000	57950000	57925000	1.63896622708333	3.99868	48	21	0.4375	1	1	1
Chr04_Occ	Urban	1271	63500000	63550000	63525000	1.45269089166667	3.06068	108	28	0.259259259259259	1	1	1
Chr04_Pall	Urban	263	13100000	13150000	13125000	1.6470497251773	4.07727	282	104	0.368794326241135	1	1	1
Chr04_Pall	Urban	461	23000000	23050000	23025000	1.53615717948718	2.85576	39	14	0.358974358974359	1	1	1
Chr04_Pall	Urban	1002	50050000	50100000	50075000	1.5212413097561	4.2115	246	82	0.333333333333333	1	1	1
Chr04_Pall	Urban	1184	59150000	59200000	59175000	1.404340175	3.61749	96	27	0.28125	1	1	1
Chr05_Occ	Urban	86	4250000	4300000	4275000	1.69504972622951	3.14976	122	51	0.418032786885246	1	1	1
Chr05_Occ	Urban	87	4300000	4350000	4325000	2.16807792809917	4.02294	121	76	0.628099173553719	1	1	1
Chr05_Occ	Urban	91	4500000	4550000	4525000	1.45049865733333	3.17349	75	23	0.306666666666667	1	1	1
Chr05_Occ	Urban	97	4800000	4850000	4825000	2.14105046666667	3.65676	60	39	0.65	1	1	1
Chr05_Occ	Urban	98	4850000	4900000	4875000	2.06331903076923	3.60602	91	49	0.538461538461538	1	1	1
Chr05_Occ	Urban	164	8150000	8200000	8175000	2.0612214375	3.66322	48	22	0.458333333333333	1	1	1
Chr05_Occ	Urban	165	8200000	8250000	8225000	1.98685986419753	3.87702	81	38	0.469135802469136	1	1	1
Chr05_Occ	Urban	166	8250000	8300000	8275000	1.780754275	4.051	196	89	0.454081632653061	1	1	1
Chr05_Occ	Urban	318	15850000	15900000	15875000	1.56045864857143	3.16991	35	10	0.285714285714286	1	1	1
Chr05_Occ	Urban	911	45500000	45550000	45525000	1.61218588269231	4.00874	52	21	0.403846153846154	1	1	1
Chr05_Pall	Urban	380	18950000	19000000	18975000	1.48611654887255	3.44456	204	54	0.264705882352941	1	1	1
Chr05_Pall	Urban	514	25650000	25700000	25675000	1.56760767	3.19792	160	50	0.3125	1	1	1
