chrom_pos	Chr	start	end	WinCenter	fst	delta_tp_ur	delta_td_ur	fst_outlier	tp_outlier	td_outlier	all_outlier	direction
Chr01_Occ_6625000	Chr01_Occ	6600000	6650000	6625000	0	8.208099052117897e-5	0.1482270000000001	0	0	0	0	Rural sel
Chr01_Occ_6675000	Chr01_Occ	6650000	6700000	6675000	1.96e-4	-6.245580318664755e-4	0.04180500000000004	0	0	0	0	Weird
Chr01_Occ_6725000	Chr01_Occ	6700000	6750000	6725000	8.36e-4	1.2989044078366187e-4	0.10201199999999999	0	0	0	0	Rural sel
Chr01_Occ_6775000	Chr01_Occ	6750000	6800000	6775000	6.28e-4	2.788526379171423e-5	0.19440599999999997	0	0	0	0	Rural sel
Chr01_Occ_6825000	Chr01_Occ	6800000	6850000	6825000	1.01e-4	1.387776993326019e-4	0.30077499999999996	0	0	0	0	Rural sel
Chr01_Occ_6875000	Chr01_Occ	6850000	6900000	6875000	8.1e-5	2.0879792454850214e-4	0.20962099999999995	0	0	0	0	Rural sel
Chr01_Occ_6925000	Chr01_Occ	6900000	6950000	6925000	0	2.6888359482129046e-4	0.16257	0	0	0	0	Rural sel
Chr01_Occ_6975000	Chr01_Occ	6950000	7000000	6975000	0	1.3092656880071309e-4	0.030818000000000012	0	0	0	0	Rural sel
Chr01_Occ_7025000	Chr01_Occ	7000000	7050000	7025000	0	3.44625130569539e-4	0.06657199999999999	0	0	0	0	Rural sel
Chr01_Occ_7075000	Chr01_Occ	7050000	7100000	7075000	1.39e-4	1.1310491098872298e-4	0.051509999999999945	0	0	0	0	Rural sel
Chr01_Occ_7125000	Chr01_Occ	7100000	7150000	7125000	0.001519	9.146932618948889e-5	0.08196400000000004	0	0	0	0	Rural sel
Chr01_Occ_7175000	Chr01_Occ	7150000	7200000	7175000	0.001831	-3.1805865146634915e-4	-0.195009	0	0	0	0	Urban sel
Chr01_Occ_7225000	Chr01_Occ	7200000	7250000	7225000	0	2.1841903701694948e-5	0.10811000000000004	0	0	0	0	Rural sel
Chr01_Occ_7275000	Chr01_Occ	7250000	7300000	7275000	8.66e-4	2.2253104074212993e-4	0.126064	0	0	0	0	Rural sel
Chr01_Occ_7325000	Chr01_Occ	7300000	7350000	7325000	0	-0.00055360128984100615	0.146451	0	0	0	0	Weird
Chr01_Occ_7375000	Chr01_Occ	7350000	7400000	7375000	0.002708	4.118170256706792e-4	0.10720999999999997	0	0	0	0	Rural sel
Chr01_Occ_7425000	Chr01_Occ	7400000	7450000	7425000	4.71e-4	1.3854458708973533e-4	0.180423	0	0	0	0	Rural sel
Chr01_Occ_7475000	Chr01_Occ	7450000	7500000	7475000	9.76e-4	0.0025258867092817633	0.348723	0	0	0	0	Rural sel
Chr01_Occ_7525000	Chr01_Occ	7500000	7550000	7525000	0	0.0012143489333963156	0.268288	0	0	0	0	Rural sel
Chr01_Occ_7575000	Chr01_Occ	7550000	7600000	7575000	0.001945	0.0016064628982509627	0.210546	0	0	0	0	Rural sel
Chr01_Occ_7625000	Chr01_Occ	7600000	7650000	7625000	0.001606	5.791074787784914e-4	0.089505	0	0	0	0	Rural sel
Chr01_Occ_7675000	Chr01_Occ	7650000	7700000	7675000	0	4.3672993855381134e-4	0.07377899999999998	0	0	0	0	Rural sel
Chr01_Occ_7725000	Chr01_Occ	7700000	7750000	7725000	0.001493	-1.241040138015275e-4	0.13880800000000004	0	0	0	0	Weird
Chr01_Occ_7775000	Chr01_Occ	7750000	7800000	7775000	0.001459	-2.408007649738128e-4	0.10354700000000006	0	0	0	0	Weird
Chr01_Occ_7825000	Chr01_Occ	7800000	7850000	7825000	0.002389	7.965680004785678e-4	0.16558099999999998	0	0	0	0	Rural sel
Chr01_Occ_7875000	Chr01_Occ	7850000	7900000	7875000	0.001373	-3.7367287768024643e-4	0.019141000000000075	0	0	0	0	Weird
Chr01_Occ_7925000	Chr01_Occ	7900000	7950000	7925000	0.004693	0.0013335521001925244	0.284913	0	0	0	0	Rural sel
Chr01_Occ_7975000	Chr01_Occ	7950000	8000000	7975000	6.4e-5	-2.0123839287711394e-4	0.11506800000000006	0	0	0	0	Weird
Chr01_Occ_8025000	Chr01_Occ	8000000	8050000	8025000	0.001526	-8.358856135646416e-4	0.11912500000000004	0	0	0	0	Weird
Chr01_Occ_8075000	Chr01_Occ	8050000	8100000	8075000	0.005644	-0.0013666757267227648	0.13505300000000003	0	0	0	0	Weird
Chr01_Occ_8125000	Chr01_Occ	8100000	8150000	8125000	0.008493	-0.002108708030406716	-0.24492599999999992	0	0	0	0	Urban sel
Chr01_Occ_8175000	Chr01_Occ	8150000	8200000	8175000	0	-0.0015258716889849436	0.031940000000000024	0	0	0	0	Weird
Chr01_Occ_8225000	Chr01_Occ	8200000	8250000	8225000	0	-4.210355460921699e-4	0.279734	0	0	0	0	Weird
Chr01_Occ_8275000	Chr01_Occ	8250000	8300000	8275000	0.001261	4.8100456077473236e-4	0.28953199999999996	0	0	0	0	Rural sel
Chr01_Occ_8325000	Chr01_Occ	8300000	8350000	8325000	0.00716	8.373561153064164e-4	0.335655	0	0	0	0	Rural sel
Chr01_Occ_8375000	Chr01_Occ	8350000	8400000	8375000	0.003654	8.764230259768677e-4	0.23646499999999998	0	0	0	0	Rural sel
Chr01_Occ_8425000	Chr01_Occ	8400000	8450000	8425000	0.001084	-6.827937282852126e-4	0.14720900000000003	0	0	0	0	Weird
Chr01_Occ_8475000	Chr01_Occ	8450000	8500000	8475000	1.28e-4	-3.515285359003313e-4	0.10157499999999997	0	0	0	0	Weird
Chr01_Occ_8525000	Chr01_Occ	8500000	8550000	8525000	0.003206	-5.432056771693533e-4	0.03792000000000001	0	0	0	0	Weird
Chr01_Occ_8575000	Chr01_Occ	8550000	8600000	8575000	0.006107	7.302783367920829e-4	0.028106000000000003	0	0	0	0	Rural sel
Chr01_Occ_8625000	Chr01_Occ	8600000	8650000	8625000	0.003117	-9.100653090728765e-4	0.16195900000000002	0	0	0	0	Weird
Chr01_Occ_8675000	Chr01_Occ	8650000	8700000	8675000	0.007666	-0.006662841413531436	-0.492233	0	1	1	0	Urban sel
Chr01_Occ_8725000	Chr01_Occ	8700000	8750000	8725000	0.005189	-0.0012886538589413406	0.03481000000000001	0	0	0	0	Weird
Chr01_Occ_8775000	Chr01_Occ	8750000	8800000	8775000	5.41e-4	7.512159280807108e-4	0.19321	0	0	0	0	Rural sel
Chr01_Occ_8825000	Chr01_Occ	8800000	8850000	8825000	0	7.32917661042172e-4	0.056674000000000016	0	0	0	0	Rural sel
Chr01_Occ_8875000	Chr01_Occ	8850000	8900000	8875000	8.5e-5	-3.042063947039861e-4	0.0030420000000000447	0	0	0	0	Weird
Chr01_Occ_8925000	Chr01_Occ	8900000	8950000	8925000	0	-6.32933881990181e-4	-0.07126299999999997	0	0	0	0	Urban sel
Chr01_Occ_8975000	Chr01_Occ	8950000	9000000	8975000	2.71e-4	-3.411704750327753e-5	0.14283999999999986	0	0	0	0	Weird
Chr01_Occ_9025000	Chr01_Occ	9000000	9050000	9025000	7.14e-4	-8.592443584016481e-4	-0.22299899999999995	0	0	0	0	Urban sel
Chr01_Occ_9075000	Chr01_Occ	9050000	9100000	9075000	0.0038	-5.283082722420413e-4	0.05549500000000002	0	0	0	0	Weird
Chr01_Occ_9125000	Chr01_Occ	9100000	9150000	9125000	0.001329	8.541905938961366e-4	0.327746	0	0	0	0	Rural sel
Chr01_Occ_9175000	Chr01_Occ	9150000	9200000	9175000	0.001427	6.94853483537922e-4	0.11671999999999993	0	0	0	0	Rural sel
Chr01_Occ_9225000	Chr01_Occ	9200000	9250000	9225000	0.004253	-9.95504060384081e-4	-0.067876	0	0	0	0	Urban sel
Chr01_Occ_9275000	Chr01_Occ	9250000	9300000	9275000	0.005696	1.467829186697512e-4	0.180184	0	0	0	0	Rural sel
Chr01_Occ_9325000	Chr01_Occ	9300000	9350000	9325000	0.002005	-5.500835823485494e-4	-0.10646600000000017	0	0	0	0	Urban sel
Chr01_Occ_9375000	Chr01_Occ	9350000	9400000	9375000	0	-2.617388171982909e-4	-0.03362899999999991	0	0	0	0	Urban sel
Chr01_Occ_9425000	Chr01_Occ	9400000	9450000	9425000	3.94e-4	5.443250442771098e-4	0.107792	0	0	0	0	Rural sel
Chr01_Occ_9475000	Chr01_Occ	9450000	9500000	9475000	9.96e-4	-3.576065516942943e-4	0.0012749999999999984	0	0	0	0	Weird
Chr01_Occ_9525000	Chr01_Occ	9500000	9550000	9525000	0.002068	4.3801435409706636e-4	0.08748100000000003	0	0	0	0	Rural sel
Chr01_Occ_9575000	Chr01_Occ	9550000	9600000	9575000	0	-5.9810421132807864e-5	0.157487	0	0	0	0	Weird
Chr01_Occ_9625000	Chr01_Occ	9600000	9650000	9625000	5.19e-4	7.877211624520743e-5	0.060238000000000014	0	0	0	0	Rural sel
