Chr	start	end	direction	gene_id	gene_symbol	product
Chr04_Occ	51005352	51105352	Urban sel	51095496	51095864	ACLI19_g33618
Chr04_Occ	51005352	51105352	Urban sel	51104000	51106555	ACLI19_g33620
Chr04_Occ	51005352	51105352	Urban sel	51098721	51102628	ACLI19_g33619
Chr04_Occ	52355352	52405352	Urban sel	52352785	52358232	ACLI19_g33745
Chr04_Occ	52355352	52405352	Urban sel	52390551	52392838	ACLI19_g33746
Chr04_Occ	53605352	53905352	Urban sel	53601845	53606718	ACLI19_g33850
Chr04_Occ	53605352	53905352	Urban sel	53621489	53624110	ACLI19_g33851
Chr04_Occ	53605352	53905352	Urban sel	53627658	53632731	ACLI19_g33852
Chr04_Occ	53605352	53905352	Urban sel	53642195	53643598	ACLI19_g33853
Chr04_Occ	53605352	53905352	Urban sel	53645821	53647254	ACLI19_g33854
Chr04_Occ	53605352	53905352	Urban sel	53647594	53648976	ACLI19_g33855
Chr04_Occ	53605352	53905352	Urban sel	53654069	53655841	ACLI19_g33856
Chr04_Occ	53605352	53905352	Urban sel	53665398	53668859	ACLI19_g33858
Chr04_Occ	53605352	53905352	Urban sel	53678453	53688676	ACLI19_g33860
Chr04_Occ	53605352	53905352	Urban sel	53691718	53699460	ACLI19_g33861
Chr04_Occ	53605352	53905352	Urban sel	53701468	53701825	ACLI19_g33862
Chr04_Occ	53605352	53905352	Urban sel	53706845	53709239	ACLI19_g33863
Chr04_Occ	53605352	53905352	Urban sel	53710858	53712496	ACLI19_g33864
Chr04_Occ	53605352	53905352	Urban sel	53716484	53718546	ACLI19_g33865
Chr04_Occ	53605352	53905352	Urban sel	53739843	53741128	ACLI19_g33866
Chr04_Occ	53605352	53905352	Urban sel	53747653	53748162	ACLI19_g33867
Chr04_Occ	53605352	53905352	Urban sel	53758177	53758686	ACLI19_g33869
Chr04_Occ	53605352	53905352	Urban sel	53763573	53764112	ACLI19_g33870
Chr04_Occ	53605352	53905352	Urban sel	53774783	53775921	ACLI19_g33872
Chr04_Occ	53605352	53905352	Urban sel	53791418	53791939	ACLI19_g33874
Chr04_Occ	53605352	53905352	Urban sel	53793164	53793433	ACLI19_g33875
Chr04_Occ	53605352	53905352	Urban sel	53808604	53809200	ACLI19_g33877
Chr04_Occ	53605352	53905352	Urban sel	53824150	53830979	ACLI19_g33878
Chr04_Occ	53605352	53905352	Urban sel	53861758	53865243	ACLI19_g33880
Chr04_Occ	53605352	53905352	Urban sel	53871961	53872764	ACLI19_g33881
Chr04_Occ	53605352	53905352	Urban sel	53873009	53878159	ACLI19_g33882
Chr04_Occ	53605352	53905352	Urban sel	53899552	53900901	ACLI19_g33884
Chr04_Occ	53605352	53905352	Urban sel	53905010	53916646	ACLI19_g33885
Chr04_Occ	53605352	53905352	Urban sel	53655880	53658657	ACLI19_g33857
Chr04_Occ	53605352	53905352	Urban sel	53672934	53677400	ACLI19_g33859
Chr04_Occ	53605352	53905352	Urban sel	53753429	53756442	ACLI19_g33868
Chr04_Occ	53605352	53905352	Urban sel	53771905	53773900	ACLI19_g33871
Chr04_Occ	53605352	53905352	Urban sel	53785794	53790402	ACLI19_g33873
Chr04_Occ	53605352	53905352	Urban sel	53801740	53808345	ACLI19_g33876
Chr04_Occ	53605352	53905352	Urban sel	53850686	53857080	ACLI19_g33879
Chr04_Occ	53605352	53905352	Urban sel	53884221	53888226	ACLI19_g33883
Chr05_Occ	4260042	4310042	Urban sel	4265092	4266348	ACLI19_g40931
Chr05_Occ	4260042	4310042	Urban sel	4268155	4269884	ACLI19_g40932
Chr05_Occ	4260042	4310042	Urban sel	4277556	4279567	ACLI19_g40934
Chr05_Occ	4260042	4310042	Urban sel	4281577	4281930	ACLI19_g40935
Chr05_Occ	4260042	4310042	Urban sel	4282282	4282557	ACLI19_g40936
Chr05_Occ	4260042	4310042	Urban sel	4274262	4276373	ACLI19_g40933
Chr05_Occ	4260042	4310042	Urban sel	4286770	4293787	ACLI19_g40937
Chr05_Occ	4460042	4710042	Urban sel	4467080	4467991	ACLI19_g40961
Chr05_Occ	4460042	4710042	Urban sel	4483968	4488621	ACLI19_g40962
Chr05_Occ	4460042	4710042	Urban sel	4526519	4527299	ACLI19_g40964
Chr05_Occ	4460042	4710042	Urban sel	4528214	4528504	ACLI19_g40965
Chr05_Occ	4460042	4710042	Urban sel	4528695	4532934	ACLI19_g40966
Chr05_Occ	4460042	4710042	Urban sel	4535870	4537012	ACLI19_g40967
Chr05_Occ	4460042	4710042	Urban sel	4537020	4537307	ACLI19_g40968
Chr05_Occ	4460042	4710042	Urban sel	4538709	4540940	ACLI19_g40969
Chr05_Occ	4460042	4710042	Urban sel	4541886	4543769	ACLI19_g40970
Chr05_Occ	4460042	4710042	Urban sel	4547988	4552680	ACLI19_g40971
Chr05_Occ	4460042	4710042	Urban sel	4595331	4603574	ACLI19_g40974
Chr05_Occ	4460042	4710042	Urban sel	4667315	4667880	ACLI19_g40976
Chr05_Occ	4460042	4710042	Urban sel	4682057	4682500	ACLI19_g40977
Chr05_Occ	4460042	4710042	Urban sel	4519304	4523944	ACLI19_g40963
Chr05_Occ	4460042	4710042	Urban sel	4564137	4575563	ACLI19_g40972
Chr05_Occ	4460042	4710042	Urban sel	4607389	4660822	ACLI19_g40975
Chr05_Occ	4460042	4710042	Urban sel	4579804	4592130	ACLI19_g40973
Chr05_Occ	4760042	4910042	Urban sel	4759780	4764218	ACLI19_g40981
Chr05_Occ	4760042	4910042	Urban sel	4766867	4767662	ACLI19_g40982
Chr05_Occ	4760042	4910042	Urban sel	4781176	4782475	ACLI19_g40983
Chr05_Occ	4760042	4910042	Urban sel	4784361	4786444	ACLI19_g40984
Chr05_Occ	4760042	4910042	Urban sel	4790435	4790845	ACLI19_g40985
Chr05_Occ	4760042	4910042	Urban sel	4804797	4805588	ACLI19_g40986
Chr05_Occ	4760042	4910042	Urban sel	4820601	4821066	ACLI19_g40988
Chr05_Occ	4760042	4910042	Urban sel	4821152	4822054	ACLI19_g40989
Chr05_Occ	4760042	4910042	Urban sel	4823534	4826130	ACLI19_g40990
Chr05_Occ	4760042	4910042	Urban sel	4827024	4830480	ACLI19_g40991
Chr05_Occ	4760042	4910042	Urban sel	4844313	4844654	ACLI19_g40993
Chr05_Occ	4760042	4910042	Urban sel	4854925	4859606	ACLI19_g40994
Chr05_Occ	4760042	4910042	Urban sel	4867326	4869488	ACLI19_g40995
Chr05_Occ	4760042	4910042	Urban sel	4875147	4875983	ACLI19_g40996
Chr05_Occ	4760042	4910042	Urban sel	4885462	4888159	ACLI19_g40997
Chr05_Occ	4760042	4910042	Urban sel	4893658	4893957	ACLI19_g40999
Chr05_Occ	4760042	4910042	Urban sel	4816503	4820551	ACLI19_g40987
Chr05_Occ	4760042	4910042	Urban sel	4831566	4834271	ACLI19_g40992
Chr05_Occ	4760042	4910042	Urban sel	4890462	4901708	ACLI19_g40998
