Chr	start	end	direction	gene_id	gene_symbol	product
Chr04_Occ	7355352	7605352	Rural sel	ACLI19_g30736	IQD11	Protein of unknown function (DUF4005)
Chr04_Occ	7355352	7605352	Rural sel	ACLI19_g30737	UBP24	Ubiquitin carboxyl-terminal hydrolase 24
Chr04_Occ	7355352	7605352	Rural sel	ACLI19_g30749	COG7	Golgi transport complex subunit 7
Chr04_Occ	7355352	7605352	Rural sel	ACLI19_g30753	TOP1A	DNA topoisomerase 1 alpha%2C variant 2, variant 2
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49711	ABCG26	ABC transporter G member 26
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49713	CBL3	Calcineurin B-like protein 3
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49714	HSC80	Heat shock cognate protein 80
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49716	NA	hypothetical protein
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49718	NA	protein TIME FOR COFFEE [Medicago truncatula]
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49712	NA	E3 ubiquitin-protein ligase at4g11680-like protein [Trifolium pratense]
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49715	NA	transmembrane protein 208 homolog [Trifolium pratense]
Chr05_Pall	58152905	58202905	Rural sel	ACLI19_g49717	NA	chitinase
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49724	NA	hypothetical protein
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49725	NA	hypothetical protein
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49727	NA	hypothetical protein
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49729	NA	hypothetical protein
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49730	NA	fructose-bisphosphate aldolase
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49731	NA	hypothetical protein
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49732	NA	BTB/POZ domain-containing protein At1g55760-like [Trifolium pratense]
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49733	NA	subtilisin-like protease SBT5.3 [Trifolium pratense]
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49734	NA	BTB/POZ domain plant protein [Medicago truncatula]
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49726	NA	kinesin-4-like protein [Trifolium pratense]
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49728	UKL4	Uridine kinase-like protein 4
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49736	SMC3	Structural maintenance of chromosomes protein 3%2C variant 3, variant 3
Chr05_Pall	58252905	58352905	Rural sel	ACLI19_g49735	RFS1	flavodoxin-like fold protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62372	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62374	MCM8	DNA replication licensing factor mcm8
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62376	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62377	RPS23B	ribosomal 40S subunit protein S23B%2C variant 2, variant 2
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62378	NA	interactor of constitutive active ROPs 2%2C chloroplastic isoform X2 [Trifolium pratense]
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62379	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62380	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62382	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62383	NA	beta-1%2C4-xylosyltransferase IRX9 [Trifolium pratense]
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62385	RH57	DEAD-box ATP-dependent RNA helicase 57
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62386	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62373	NFYB8	Nuclear transcription factor Y subunit B-8
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62375	RPL32A	60S ribosomal protein L32-1
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62381	NA	hypothetical protein
Chr07_Occ	49767332	49867332	Rural sel	ACLI19_g62384	NA	pentatricopeptide repeat-containing protein At3g53360%2C mitochondrial [Trifolium pratense]
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75067	NA	hypothetical protein
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75068	NA	gag-pol polyprotein [Trifolium pratense]
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75069	ITPK1	Inositol-tetrakisphosphate 1-kinase
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75071	SUVH2	Histone-lysine N-methyltransferase member suvh2
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75072	CML18	Probable calcium-binding protein cml18
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75073	NA	hypothetical protein
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75075	NA	binding partner of ACD11 1-like [Trifolium pratense]
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75076	NA	hypothetical protein
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75077	SYP22	Syntaxin-22
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75078	NA	phosphatidylinositol-glycan biosynthesis class X protein-like [Trifolium pratense]
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75066	NA	threonine--tRNA ligase
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75070	ABCB2	(ABC) transporter
Chr08_Pall	16572347	16722347	Rural sel	ACLI19_g75074	NA	hypothetical protein
Chr08_Pall	56722347	56772347	Rural sel	ACLI19_g78020	NA	hypothetical protein
Chr08_Pall	56722347	56772347	Rural sel	ACLI19_g78022	NA	hypothetical protein
Chr08_Pall	56722347	56772347	Rural sel	ACLI19_g78023	CUL1	Cullin-1
Chr08_Pall	56722347	56772347	Rural sel	ACLI19_g78024	PER42	Peroxidase 42
Chr08_Pall	56722347	56772347	Rural sel	ACLI19_g78021	CPK15	Calcium-dependent protein kinase 15
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33611	NA	hypothetical protein
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33612	NA	isoflavone 2'-hydroxylase-like [Cicer arietinum]
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33613	NA	hypothetical protein
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33614	NA	PHD finger protein MALE MEIOCYTE DEATH 1 [Trifolium pratense]
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33615	NA	isoflavone 2'-hydroxylase-like [Trifolium pratense]
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33616	NA	hypothetical protein
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33617	FKBP13	Peptidyl-prolyl cis-trans isomerase fkbp13%2C chloroplastic, chloroplastic
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33618	NA	hypothetical protein
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33620	NA	hypothetical protein
Chr04_Occ	51005352	51105352	Urban sel	ACLI19_g33619	NA	LRR receptor-like serine/threonine-protein kinase GSO1 [Trifolium pratense]
Chr04_Occ	52355352	52405352	Urban sel	ACLI19_g33745	TCP24	Transcription factor TCP2-like
Chr04_Occ	52355352	52405352	Urban sel	ACLI19_g33746	INT2	Fibroblast growth factor 3
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33850	NA	protein TIC 22-like%2C chloroplastic [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33851	NA	xyloglucan:xyloglucosyl transferase
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33852	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33853	NA	UDP-glycosyltransferase 75D1-like protein [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33854	NA	phloretin 4'-O-glucosyltransferase-like [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33855	NA	phloretin 4'-O-glucosyltransferase-like [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33856	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33858	NA	receptor-like kinase TMK4 [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33860	AKHSDH1	Bifunctional aspartokinase/homoserine dehydrogenase 1%2C chloroplastic, chloroplastic
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33861	AAE15	Long-chain-fatty-acid--[acyl-carrier-protein] ligase AEE15%2C chloroplastic, chloroplastic
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33862	NA	protein RALF-like 32 [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33863	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33864	NA	pentatricopeptide repeat-containing protein mitochondrial-like [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33865	NA	protein BUD31 homolog 2 [Cicer arietinum]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33866	NA	heat stress transcription factor a-5-like protein [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33867	NA	agamous-like MADS-box protein AGL29 [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33869	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33870	NA	agamous-like mads-box protein agl61-like [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33872	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33874	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33875	NA	LEA-18 [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33877	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33878	NA	myb-like protein X [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33880	NA	chaperone protein dnaJ 20%2C chloroplastic-like [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33881	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33882	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33884	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33885	BGAL9	Beta-galactosidase 9
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33857	NA	ribonuclease H%2C partial [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33859	NA	subtilisin-like protease SBT3.9 [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33868	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33871	NA	adenosylhomocysteinase
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33873	SHM4	Serine hydroxymethyltransferase 4
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33876	NA	hypothetical protein
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33879	NA	protein ECERIFERUM 26-like [Trifolium pratense]
Chr04_Occ	53605352	53905352	Urban sel	ACLI19_g33883	NA	probable magnesium transporter NIPA2 [Trifolium pratense]
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40931	NA	F-box/LRR-repeat protein At4g14103-like [Trifolium pratense]
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40932	RPL37A	60S ribosomal protein L37A
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40934	BAM3	Beta-amylase 3%2C chloroplastic, chloroplastic
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40935	NA	RING-type E3 ubiquitin transferase
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40936	NA	hypothetical protein
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40933	PBL19	Probable serine/threonine-protein kinase pbl19
Chr05_Occ	4260042	4310042	Urban sel	ACLI19_g40937	BAM3	Beta-amylase 3%2C chloroplastic, chloroplastic
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40961	NA	hypothetical protein
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40962	APRR2	Two-component response regulator-like
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40964	NA	vacuolar protein sorting-associated protein 55 homolog [Trifolium pratense]
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40965	NA	hypothetical protein
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40966	NA	phosphoacetylglucosamine mutase
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40967	NA	[histone H3]-lysine(4) N-trimethyltransferase
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40968	NA	GATA transcription factor 26 [Trifolium pratense]
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40969	NA	pentatricopeptide repeat-containing protein At1g32415%2C mitochondrial [Trifolium pratense]
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40970	NA	hypothetical protein
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40971	RABH1B	Ras-related protein RABH1b
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40974	LON2	Lon protease 2%2C peroxisomal, peroxisomal
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40976	NA	FCS-Like Zinc finger 1 [Trifolium pratense]
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40977	NA	hypothetical protein
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40963	NA	hypothetical protein
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40972	UPF1	ATP-dependent helicase NAM7
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40975	NA	hypothetical protein
Chr05_Occ	4460042	4710042	Urban sel	ACLI19_g40973	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40981	NA	ascorbate ferrireductase (transmembrane)
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40982	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40983	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40984	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40985	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40986	PALM1	transcriptional regulator
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40988	NA	nucleoporin autopeptidase [Trifolium pratense]
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40989	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40990	NA	acetylornithine deacetylase
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40991	NA	acetylornithine deacetylase
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40993	NA	histone acetyltransferase
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40994	NA	transcription factor bHLH18-like [Trifolium pratense]
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40995	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40996	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40997	NA	transcription factor bHLH25-like [Trifolium pratense]
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40999	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40987	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40992	NA	hypothetical protein
Chr05_Occ	4760042	4910042	Urban sel	ACLI19_g40998	NA	hypothetical protein
