Chr	start	end	direction	gene_id
Chr01_Occ	46151721	46201721	Urban sel	ACLI19_g3640
Chr01_Occ	46251721	46301721	Urban sel	ACLI19_g3643
Chr01_Occ	46251721	46301721	Urban sel	ACLI19_g3644
Chr01_Occ	46251721	46301721	Urban sel	ACLI19_g3645
Chr01_Occ	46251721	46301721	Urban sel	ACLI19_g3646
Chr01_Occ	46251721	46301721	Urban sel	ACLI19_g3647
Chr01_Occ	46751721	46801721	Urban sel	ACLI19_g3690
Chr01_Occ	46751721	46801721	Urban sel	ACLI19_g3691
Chr01_Occ	50051721	50101721	Rural sel	ACLI19_g3918
Chr01_Occ	54951721	55001721	Rural sel	ACLI19_g4333
Chr01_Occ	54951721	55001721	Rural sel	ACLI19_g4334
Chr01_Occ	54951721	55001721	Rural sel	ACLI19_g4335
Chr01_Occ	54951721	55001721	Rural sel	ACLI19_g4336
Chr01_Occ	54951721	55001721	Rural sel	ACLI19_g4332
Chr01_Occ	55301721	55351721	Rural sel	ACLI19_g4359
Chr01_Occ	55301721	55351721	Rural sel	ACLI19_g4360
Chr01_Occ	55301721	55351721	Rural sel	ACLI19_g4361
Chr01_Occ	57001721	57051721	Urban sel	ACLI19_g4500
Chr01_Occ	57001721	57051721	Urban sel	ACLI19_g4501
Chr01_Occ	57001721	57051721	Urban sel	ACLI19_g4503
Chr01_Occ	57001721	57051721	Urban sel	ACLI19_g4504
Chr01_Occ	57001721	57051721	Urban sel	ACLI19_g4502
Chr01_Occ	66251721	66301721	Rural sel	ACLI19_g5549
Chr01_Occ	66251721	66301721	Rural sel	ACLI19_g5551
Chr01_Occ	66251721	66301721	Rural sel	ACLI19_g5550
Chr01_Pall	1229843	1279843	Rural sel	ACLI19_g5828
Chr01_Pall	1229843	1279843	Rural sel	ACLI19_g5829
Chr01_Pall	1229843	1279843	Rural sel	ACLI19_g5831
Chr01_Pall	1229843	1279843	Rural sel	ACLI19_g5830
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5946
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5947
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5948
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5949
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5950
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5951
Chr01_Pall	2179843	2229843	Urban sel	ACLI19_g5952
Chr01_Pall	8179843	8229843	Urban sel	ACLI19_g6615
Chr01_Pall	8179843	8229843	Urban sel	ACLI19_g6617
Chr01_Pall	8179843	8229843	Urban sel	ACLI19_g6619
Chr01_Pall	8179843	8229843	Urban sel	ACLI19_g6616
Chr01_Pall	8179843	8229843	Urban sel	ACLI19_g6618
Chr01_Pall	9529843	9579843	Urban sel	ACLI19_g6756
Chr01_Pall	9529843	9579843	Urban sel	ACLI19_g6757
Chr01_Pall	9529843	9579843	Urban sel	ACLI19_g6758
Chr01_Pall	9529843	9579843	Urban sel	ACLI19_g6759
Chr01_Pall	9529843	9579843	Urban sel	ACLI19_g6755
Chr01_Pall	9529843	9579843	Urban sel	ACLI19_g6760
Chr01_Pall	17029843	17079843	Rural sel	ACLI19_g7557
Chr01_Pall	17029843	17079843	Rural sel	ACLI19_g7558
Chr01_Pall	17029843	17079843	Rural sel	ACLI19_g7559
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7688
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7689
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7690
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7691
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7692
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7693
Chr01_Pall	18279843	18329843	Urban sel	ACLI19_g7694
Chr01_Pall	19579843	19629843	Urban sel	ACLI19_g7794
Chr01_Pall	19579843	19629843	Urban sel	ACLI19_g7795
Chr01_Pall	19579843	19629843	Urban sel	ACLI19_g7796
Chr01_Pall	19679843	19729843	Urban sel	ACLI19_g7805
Chr01_Pall	19679843	19729843	Urban sel	ACLI19_g7807
Chr01_Pall	19679843	19729843	Urban sel	ACLI19_g7808
Chr01_Pall	19679843	19729843	Urban sel	ACLI19_g7806
Chr01_Pall	23479843	23529843	Rural sel	ACLI19_g8115
Chr01_Pall	23479843	23529843	Rural sel	ACLI19_g8116
Chr01_Pall	23479843	23529843	Rural sel	ACLI19_g8114
Chr01_Pall	24629843	24679843	Urban sel	ACLI19_g8214
Chr01_Pall	24629843	24679843	Urban sel	ACLI19_g8215
Chr01_Pall	27279843	27329843	Rural sel	ACLI19_g8440
Chr01_Pall	27279843	27329843	Rural sel	ACLI19_g8441
Chr01_Pall	43779843	43829843	Rural sel	ACLI19_g9086
Chr01_Pall	43779843	43829843	Rural sel	ACLI19_g9087
Chr01_Pall	43779843	43829843	Rural sel	ACLI19_g9088
Chr01_Pall	43779843	43829843	Rural sel	ACLI19_g9089
Chr01_Pall	44529843	44579843	Urban sel	ACLI19_g9132
Chr01_Pall	44529843	44579843	Urban sel	ACLI19_g9134
Chr01_Pall	44529843	44579843	Urban sel	ACLI19_g9133
Chr01_Pall	44629843	44679843	Urban sel	ACLI19_g9137
Chr01_Pall	44629843	44679843	Urban sel	ACLI19_g9138
Chr01_Pall	44629843	44679843	Urban sel	ACLI19_g9139
Chr01_Pall	44729843	44779843	Urban sel	ACLI19_g9141
Chr01_Pall	44729843	44779843	Urban sel	ACLI19_g9142
Chr01_Pall	44729843	44779843	Urban sel	ACLI19_g9143
Chr01_Pall	44729843	44779843	Urban sel	ACLI19_g9144
Chr01_Pall	45779843	45829843	Rural sel	ACLI19_g9182
Chr01_Pall	45779843	45829843	Rural sel	ACLI19_g9183
Chr01_Pall	45779843	45829843	Rural sel	ACLI19_g9184
Chr01_Pall	45779843	45829843	Rural sel	ACLI19_g9185
Chr01_Pall	46679843	46729843	Urban sel	ACLI19_g9219
Chr01_Pall	46679843	46729843	Urban sel	ACLI19_g9220
Chr01_Pall	46679843	46729843	Urban sel	ACLI19_g9221
Chr01_Pall	46679843	46729843	Urban sel	ACLI19_g9222
Chr01_Pall	46679843	46729843	Urban sel	ACLI19_g9223
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10427
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10428
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10429
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10431
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10432
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10434
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10435
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10430
Chr01_Pall	60429843	60479843	Rural sel	ACLI19_g10433
Chr01_Pall	63679843	63729843	Urban sel	ACLI19_g10827
Chr01_Pall	63679843	63729843	Urban sel	ACLI19_g10828
Chr01_Pall	63679843	63729843	Urban sel	ACLI19_g10829
Chr01_Pall	63679843	63729843	Urban sel	ACLI19_g10830
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10944
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10945
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10946
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10947
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10948
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10950
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10943
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10949
Chr01_Pall	64779843	64829843	Urban sel	ACLI19_g10951
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11211
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11212
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11213
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11215
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11217
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11218
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11214
Chr02_Occ	157793	207793	Rural sel	ACLI19_g11216
Chr02_Occ	6357793	6407793	Urban sel	ACLI19_g12005
Chr02_Occ	6357793	6407793	Urban sel	ACLI19_g12006
Chr02_Occ	6357793	6407793	Urban sel	ACLI19_g12007
Chr02_Occ	6407793	6457793	Urban sel	ACLI19_g12008
Chr02_Occ	6407793	6457793	Urban sel	ACLI19_g12009
Chr02_Occ	6407793	6457793	Urban sel	ACLI19_g12011
Chr02_Occ	6407793	6457793	Urban sel	ACLI19_g12012
Chr02_Occ	6407793	6457793	Urban sel	ACLI19_g12013
Chr02_Occ	6407793	6457793	Urban sel	ACLI19_g12010
Chr02_Occ	8857793	8907793	Rural sel	ACLI19_g12258
Chr02_Occ	8857793	8907793	Rural sel	ACLI19_g12259
Chr02_Occ	8857793	8907793	Rural sel	ACLI19_g12260
Chr02_Occ	8857793	8907793	Rural sel	ACLI19_g12261
Chr02_Occ	8857793	8907793	Rural sel	ACLI19_g12257
Chr02_Occ	10657793	10707793	Rural sel	ACLI19_g12436
Chr02_Occ	10657793	10707793	Rural sel	ACLI19_g12438
Chr02_Occ	10657793	10707793	Rural sel	ACLI19_g12439
Chr02_Occ	10657793	10707793	Rural sel	ACLI19_g12440
Chr02_Occ	10657793	10707793	Rural sel	ACLI19_g12437
Chr02_Occ	14057793	14107793	Rural sel	ACLI19_g12754
Chr02_Occ	14057793	14107793	Rural sel	ACLI19_g12755
Chr02_Occ	14057793	14107793	Rural sel	ACLI19_g12756
Chr02_Occ	14057793	14107793	Rural sel	ACLI19_g12758
Chr02_Occ	14057793	14107793	Rural sel	ACLI19_g12759
Chr02_Occ	14057793	14107793	Rural sel	ACLI19_g12757
Chr02_Occ	51857793	51907793	Urban sel	ACLI19_g14855
Chr02_Occ	51857793	51907793	Urban sel	ACLI19_g14856
Chr02_Occ	51857793	51907793	Urban sel	ACLI19_g14857
Chr02_Occ	51857793	51907793	Urban sel	ACLI19_g14858
Chr02_Pall	1611600	1661600	Urban sel	ACLI19_g15288
Chr02_Pall	1611600	1661600	Urban sel	ACLI19_g15289
Chr02_Pall	1611600	1661600	Urban sel	ACLI19_g15290
Chr02_Pall	1611600	1661600	Urban sel	ACLI19_g15291
Chr02_Pall	6011600	6061600	Urban sel	ACLI19_g15792
Chr02_Pall	6011600	6061600	Urban sel	ACLI19_g15793
Chr02_Pall	35711600	35761600	Urban sel	ACLI19_g17923
Chr02_Pall	35711600	35761600	Urban sel	ACLI19_g17924
Chr02_Pall	35711600	35761600	Urban sel	ACLI19_g17926
Chr02_Pall	35711600	35761600	Urban sel	ACLI19_g17927
Chr02_Pall	35711600	35761600	Urban sel	ACLI19_g17925
Chr02_Pall	35761600	35811600	Urban sel	ACLI19_g17927
Chr02_Pall	35761600	35811600	Urban sel	ACLI19_g17928
Chr02_Pall	35761600	35811600	Urban sel	ACLI19_g17929
Chr02_Pall	35761600	35811600	Urban sel	ACLI19_g17931
Chr02_Pall	35761600	35811600	Urban sel	ACLI19_g17930
Chr02_Pall	40311600	40361600	Rural sel	ACLI19_g18128
Chr02_Pall	40311600	40361600	Rural sel	ACLI19_g18129
Chr02_Pall	40311600	40361600	Rural sel	ACLI19_g18130
Chr02_Pall	40311600	40361600	Rural sel	ACLI19_g18131
Chr02_Pall	40311600	40361600	Rural sel	ACLI19_g18132
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18956
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18957
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18959
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18961
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18962
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18958
Chr03_Occ	308557	358557	Urban sel	ACLI19_g18960
Chr03_Occ	3058557	3108557	Urban sel	ACLI19_g19342
Chr03_Occ	3058557	3108557	Urban sel	ACLI19_g19343
Chr03_Occ	3058557	3108557	Urban sel	ACLI19_g19344
Chr03_Occ	3058557	3108557	Urban sel	ACLI19_g19346
Chr03_Occ	3058557	3108557	Urban sel	ACLI19_g19341
Chr03_Occ	3058557	3108557	Urban sel	ACLI19_g19345
Chr03_Occ	12358557	12408557	Rural sel	ACLI19_g20421
Chr03_Occ	12358557	12408557	Rural sel	ACLI19_g20422
Chr03_Occ	12358557	12408557	Rural sel	ACLI19_g20423
Chr03_Occ	12358557	12408557	Rural sel	ACLI19_g20424
Chr03_Occ	32408557	32458557	Urban sel	ACLI19_g22023
Chr03_Occ	32408557	32458557	Urban sel	ACLI19_g22024
Chr03_Occ	34008557	34058557	Urban sel	ACLI19_g22099
Chr03_Occ	34008557	34058557	Urban sel	ACLI19_g22100
Chr03_Occ	34058557	34108557	Urban sel	ACLI19_g22101
Chr03_Occ	34058557	34108557	Urban sel	ACLI19_g22102
Chr03_Occ	34108557	34158557	Urban sel	ACLI19_g22103
Chr03_Occ	34108557	34158557	Urban sel	ACLI19_g22104
Chr03_Occ	39108557	39158557	Urban sel	ACLI19_g22331
Chr03_Occ	39108557	39158557	Urban sel	ACLI19_g22332
Chr03_Occ	45658557	45708557	Urban sel	ACLI19_g22795
Chr03_Occ	46158557	46208557	Urban sel	ACLI19_g22845
Chr03_Occ	46158557	46208557	Urban sel	ACLI19_g22846
Chr03_Occ	46158557	46208557	Urban sel	ACLI19_g22847
Chr03_Occ	46158557	46208557	Urban sel	ACLI19_g22848
Chr03_Occ	51958557	52008557	Urban sel	ACLI19_g23408
Chr03_Occ	51958557	52008557	Urban sel	ACLI19_g23409
Chr03_Occ	51958557	52008557	Urban sel	ACLI19_g23406
Chr03_Occ	51958557	52008557	Urban sel	ACLI19_g23407
Chr03_Occ	51958557	52008557	Urban sel	ACLI19_g23410
Chr03_Occ	52658557	52708557	Urban sel	ACLI19_g23473
Chr03_Occ	52658557	52708557	Urban sel	ACLI19_g23474
Chr03_Occ	52658557	52708557	Urban sel	ACLI19_g23475
Chr03_Occ	55058557	55108557	Urban sel	ACLI19_g23748
Chr03_Occ	55058557	55108557	Urban sel	ACLI19_g23749
Chr03_Occ	55058557	55108557	Urban sel	ACLI19_g23747
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23862
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23863
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23864
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23865
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23866
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23867
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23868
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23869
Chr03_Occ	56108557	56158557	Urban sel	ACLI19_g23870
Chr03_Occ	56208557	56258557	Urban sel	ACLI19_g23882
Chr03_Occ	56208557	56258557	Urban sel	ACLI19_g23883
Chr03_Occ	56208557	56258557	Urban sel	ACLI19_g23884
Chr03_Occ	56208557	56258557	Urban sel	ACLI19_g23885
Chr03_Occ	56208557	56258557	Urban sel	ACLI19_g23886
Chr03_Occ	56908557	56958557	Urban sel	ACLI19_g23960
Chr03_Occ	56908557	56958557	Urban sel	ACLI19_g23961
Chr03_Occ	56958557	57008557	Urban sel	ACLI19_g23962
Chr03_Occ	56958557	57008557	Urban sel	ACLI19_g23963
Chr03_Occ	56958557	57008557	Urban sel	ACLI19_g23964
Chr03_Occ	56958557	57008557	Urban sel	ACLI19_g23966
Chr03_Occ	56958557	57008557	Urban sel	ACLI19_g23965
Chr03_Occ	58608557	58658557	Urban sel	ACLI19_g24157
Chr03_Occ	58608557	58658557	Urban sel	ACLI19_g24158
Chr03_Occ	58608557	58658557	Urban sel	ACLI19_g24159
Chr03_Occ	58608557	58658557	Urban sel	ACLI19_g24160
Chr03_Occ	58608557	58658557	Urban sel	ACLI19_g24161
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24161
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24162
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24163
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24164
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24166
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24167
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24168
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24169
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24170
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24171
Chr03_Occ	58658557	58708557	Urban sel	ACLI19_g24165
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24171
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24172
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24173
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24174
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24175
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24177
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24176
Chr03_Occ	58708557	58758557	Urban sel	ACLI19_g24178
Chr03_Occ	59108557	59158557	Urban sel	ACLI19_g24229
Chr03_Occ	59108557	59158557	Urban sel	ACLI19_g24230
Chr03_Occ	59108557	59158557	Urban sel	ACLI19_g24231
Chr03_Occ	59108557	59158557	Urban sel	ACLI19_g24232
Chr03_Occ	59108557	59158557	Urban sel	ACLI19_g24233
Chr03_Occ	59108557	59158557	Urban sel	ACLI19_g24234
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24848
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24849
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24851
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24852
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24853
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24847
Chr03_Pall	5158039	5208039	Urban sel	ACLI19_g24850
Chr03_Pall	17408039	17458039	Rural sel	ACLI19_g26087
Chr03_Pall	17408039	17458039	Rural sel	ACLI19_g26088
Chr03_Pall	17408039	17458039	Rural sel	ACLI19_g26089
Chr03_Pall	17408039	17458039	Rural sel	ACLI19_g26090
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28724
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28725
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28726
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28727
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28729
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28730
Chr03_Pall	52558039	52608039	Rural sel	ACLI19_g28728
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29376
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29377
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29379
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29380
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29381
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29382
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29383
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29384
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29385
Chr03_Pall	58358039	58408039	Rural sel	ACLI19_g29378
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29826
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29827
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29828
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29829
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29831
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29832
Chr04_Occ	405352	455352	Rural sel	ACLI19_g29830
Chr04_Occ	1155352	1205352	Rural sel	ACLI19_g29926
Chr04_Occ	1155352	1205352	Rural sel	ACLI19_g29928
Chr04_Occ	1155352	1205352	Rural sel	ACLI19_g29929
Chr04_Occ	1155352	1205352	Rural sel	ACLI19_g29927
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30681
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30682
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30683
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30685
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30686
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30687
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30688
Chr04_Occ	7005352	7055352	Rural sel	ACLI19_g30684
Chr04_Occ	7055352	7105352	Rural sel	ACLI19_g30689
Chr04_Occ	7055352	7105352	Rural sel	ACLI19_g30690
Chr04_Occ	7055352	7105352	Rural sel	ACLI19_g30691
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30692
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30693
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30694
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30695
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30696
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30697
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30698
Chr04_Occ	7105352	7155352	Rural sel	ACLI19_g30699
Chr04_Occ	7155352	7205352	Rural sel	ACLI19_g30701
Chr04_Occ	7155352	7205352	Rural sel	ACLI19_g30702
Chr04_Occ	7155352	7205352	Rural sel	ACLI19_g30703
Chr04_Occ	7155352	7205352	Rural sel	ACLI19_g30704
Chr04_Occ	7155352	7205352	Rural sel	ACLI19_g30705
Chr04_Occ	7155352	7205352	Rural sel	ACLI19_g30700
Chr04_Occ	7205352	7255352	Rural sel	ACLI19_g30706
Chr04_Occ	7205352	7255352	Rural sel	ACLI19_g30707
Chr04_Occ	7205352	7255352	Rural sel	ACLI19_g30708
Chr04_Occ	7205352	7255352	Rural sel	ACLI19_g30709
Chr04_Occ	7205352	7255352	Rural sel	ACLI19_g30710
Chr04_Occ	7205352	7255352	Rural sel	ACLI19_g30711
Chr04_Occ	7355352	7405352	Rural sel	ACLI19_g30729
Chr04_Occ	7355352	7405352	Rural sel	ACLI19_g30731
Chr04_Occ	7355352	7405352	Rural sel	ACLI19_g30732
Chr04_Occ	7355352	7405352	Rural sel	ACLI19_g30733
Chr04_Occ	7355352	7405352	Rural sel	ACLI19_g30730
Chr04_Occ	7405352	7455352	Rural sel	ACLI19_g30734
Chr04_Occ	7405352	7455352	Rural sel	ACLI19_g30735
Chr04_Occ	7405352	7455352	Rural sel	ACLI19_g30736
Chr04_Occ	7405352	7455352	Rural sel	ACLI19_g30737
Chr04_Occ	7455352	7505352	Rural sel	ACLI19_g30738
Chr04_Occ	7455352	7505352	Rural sel	ACLI19_g30739
Chr04_Occ	7455352	7505352	Rural sel	ACLI19_g30740
Chr04_Occ	7455352	7505352	Rural sel	ACLI19_g30741
Chr04_Occ	7455352	7505352	Rural sel	ACLI19_g30737
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30742
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30743
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30744
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30745
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30746
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30747
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30748
Chr04_Occ	7505352	7555352	Rural sel	ACLI19_g30749
Chr04_Occ	7555352	7605352	Rural sel	ACLI19_g30750
Chr04_Occ	7555352	7605352	Rural sel	ACLI19_g30751
Chr04_Occ	7555352	7605352	Rural sel	ACLI19_g30752
Chr04_Occ	7555352	7605352	Rural sel	ACLI19_g30749
Chr04_Occ	7555352	7605352	Rural sel	ACLI19_g30753
Chr04_Occ	13055352	13105352	Urban sel	ACLI19_g31252
Chr04_Occ	13055352	13105352	Urban sel	ACLI19_g31253
Chr04_Occ	13055352	13105352	Urban sel	ACLI19_g31254
Chr04_Occ	13055352	13105352	Urban sel	ACLI19_g31255
Chr04_Occ	13055352	13105352	Urban sel	ACLI19_g31256
Chr04_Occ	13055352	13105352	Urban sel	ACLI19_g31257
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32517
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32519
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32520
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32521
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32522
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32523
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32524
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32525
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32526
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32527
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32518
Chr04_Occ	28605352	28655352	Rural sel	ACLI19_g32528
Chr04_Occ	50855352	50905352	Urban sel	ACLI19_g33601
Chr04_Occ	50855352	50905352	Urban sel	ACLI19_g33602
Chr04_Occ	50855352	50905352	Urban sel	ACLI19_g33603
Chr04_Occ	50855352	50905352	Urban sel	ACLI19_g33604
Chr04_Occ	50855352	50905352	Urban sel	ACLI19_g33605
Chr04_Occ	51005352	51055352	Urban sel	ACLI19_g33611
